"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 25 20:11:00 MSK 2024","Mon Mar 25 20:11:00 MSK 2024","24","","tests.PropertiedReaderTests","","tests.PropertiedReaderTests","simpleReaderTests","simpleReaderTests()",""
